DayOfMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
12,6,WN,123,224,616,31
18,7,MQ,224,441,1390,1556
2,3,MQ,224,441,1968,1318
11,3,EV,123,260,796,177
17,6,YV,870,983,386,519
2,1,F9,123,983,501,736
3,6,MQ,224,870,520,-8
25,3,VX,131,123,1477,386
13,7,MQ,224,131,205,193
19,4,B6,983,870,1829,189
14,4,F9,870,224,221,1010
13,4,AS,983,441,1748,1243
30,4,B6,123,224,1367,1608
21,4,EV,123,131,876,1150
16,4,EV,870,123,698,1754
27,5,WN,131,260,1803,1107
25,3,OO,983,131,791,1709
22,2,VX,131,870,1341,394
16,5,VX,260,123,698,236
20,2,HA,123,870,1951,1982
1,6,FL,224,983,1424,1967
14,2,DL,870,224,1457,572
29,2,B6,870,224,-42,1767
15,7,AS,224,870,608,1103
26,3,WN,983,224,1124,-91
19,3,AA,870,131,1513,441
8,1,US,870,131,1805,1496
18,5,YV,983,224,685,750
13,2,FL,983,441,1066,1547
5,5,YV,983,260,572,599
4,6,HA,260,224,-69,1029
21,3,EV,123,260,567,956
31,5,HA,131,870,1248,-18
12,2,WN,983,131,1070,103
6,4,AA,224,983,775,590
14,6,EV,123,224,820,1460
13,2,MQ,260,224,1958,1026
10,5,EV,441,224,513,146
20,3,9E,123,131,260,819
14,2,FL,983,224,1984,1992
18,3,AA,123,260,42,30
4,6,OO,441,131,1501,1274
10,1,AA,870,131,1391,53
19,4,EV,224,123,235,377
21,1,OO,441,870,479,527
17,3,US,260,224,1115,1929
17,3,YV,870,441,1455,1869
23,6,VX,983,123,713,1046
1,5,9E,983,870,1078,1122
9,1,OO,224,870,1563,1627
10,1,AA,983,260,1445,398
2,5,AS,131,224,180,467
2,6,MQ,224,260,1922,1672
22,5,AS,870,224,462,169
28,4,B6,131,983,483,466
4,5,F9,224,131,1125,1394
29,1,AS,441,260,38,1584
8,3,AA,260,983,577,641
16,7,HA,870,260,332,1632
27,6,UA,870,131,14,1157
29,7,9E,224,870,1068,878
20,4,UA,123,441,960,456
15,2,DL,224,131,331,1923
24,2,9E,123,983,1348,858
4,3,YV,441,123,74,1765
22,6,9E,131,123,332,672
27,2,EV,131,260,-74,1515
9,6,B6,123,983,1317,816
2,7,EV,131,983,176,1048
23,5,WN,131,870,1009,1388
24,4,B6,224,260,1200,1824
26,2,MQ,441,983,679,1121
3,1,FL,224,983,1386,320
30,5,VX,260,983,925,12
6,5,9E,260,224,1955,880
25,2,F9,123,441,-65,1139
6,5,YV,131,870,1162,820
30,3,HA,441,131,1334,1498
4,2,B6,260,224,1007,226
28,1,OO,441,131,379,1723
19,5,VX,131,123,1433,1342
16,7,HA,983,123,628,693
6,3,B6,983,441,709,1966
4,4,US,260,870,1198,1612
15,2,9E,983,123,591,1542
2,6,WN,224,441,317,1101
8,3,UA,260,441,573,11
17,7,9E,260,983,1765,-100
10,7,EV,131,983,428,1074
16,5,AS,441,983,764,121
26,7,US,123,441,-34,1802
11,2,US,441,224,682,633
31,3,F9,983,260,1292,1823
15,5,VX,260,131,365,446
1,1,HA,131,870,943,464
28,6,FL,441,224,1410,1480
30,4,OO,224,983,1841,1220
13,6,WN,123,870,831,-93
16,6,F9,224,123,372,312
23,3,9E,870,224,597,173
22,5,VX,870,441,174,1714
1,1,AS,870,123,133,668
7,4,VX,260,131,1566,1478
13,1,US,870,224,1251,1971
7,6,OO,260,441,385,87
21,3,9E,224,983,1365,753
21,5,OO,870,260,866,1070
10,1,9E,123,870,1933,241
5,5,B6,983,131,471,392
12,7,OO,224,441,12,936
27,7,AA,224,260,-24,986
17,7,AA,260,870,111,1954
27,4,US,131,441,1666,1861
7,6,9E,260,224,1419,1952
2,6,OO,441,983,340,1795
6,3,YV,983,441,1647,855
20,3,DL,260,131,518,-71
6,5,US,123,983,1530,1035
21,2,AS,224,870,1287,1680
9,4,VX,123,224,205,1187
1,1,FL,983,123,1951,-90
8,3,B6,123,983,610,1056
28,5,DL,983,224,1553,1795
28,2,FL,260,870,1123,726
1,4,US,224,131,1148,548
4,1,EV,224,260,612,1185
18,2,MQ,123,224,1846,-29
20,7,AA,441,870,40,758
6,3,FL,123,224,1792,773
13,2,F9,123,870,1038,248
31,5,EV,131,123,1026,1877
24,5,AS,260,441,162,1359
12,5,F9,224,260,1953,-80
27,7,HA,441,260,200,431
28,2,OO,441,983,124,226
20,2,B6,870,260,1068,27
18,3,EV,224,870,500,678
6,7,YV,224,870,1130,1355
8,3,UA,441,131,-33,1660
10,2,AA,224,131,995,1909
8,1,EV,870,224,203,591
4,3,9E,123,983,1040,438
18,5,UA,870,260,1717,192
5,4,HA,123,260,1867,1587
27,1,VX,983,260,1888,1405
12,7,B6,441,123,-100,1711
8,6,EV,123,260,1422,18
29,7,AA,441,131,1642,563
6,5,OO,441,870,1130,198
25,6,F9,224,870,661,588
30,2,MQ,224,983,579,484
2,5,YV,441,224,129,273
13,5,F9,441,224,316,862
5,7,HA,224,983,1751,934
25,7,WN,441,224,507,456
17,2,OO,224,131,130,-27
5,5,9E,870,260,670,1873
29,3,F9,441,224,649,1696
30,3,WN,131,224,544,60
26,2,FL,870,983,1703,1865
17,7,YV,983,131,397,1058
13,3,MQ,224,441,712,974
16,1,HA,870,131,412,1107
9,7,AS,441,123,1660,1374
19,6,AS,870,983,890,1496
19,2,AA,441,870,1105,1370
23,2,B6,870,123,-12,1843
26,5,EV,983,870,534,1636
4,4,AA,870,441,264,817
8,7,UA,260,870,817,23
21,7,WN,123,983,1358,541
15,5,FL,224,131,-8,1790
12,7,9E,983,224,1989,589
25,7,VX,870,123,418,159
18,3,B6,224,260,1462,1675
17,3,MQ,224,123,1070,399
12,7,OO,224,983,106,316
16,3,HA,260,870,1093,756
10,4,9E,224,870,1204,1385
1,5,UA,260,224,487,1844
22,2,DL,870,123,153,1429
9,4,9E,870,224,872,528
17,2,US,131,441,1834,1398
26,3,US,983,260,-27,1169
25,3,OO,260,123,15,1046
29,4,AA,131,123,1538,1817
31,5,FL,260,441,1047,969
8,5,F9,131,441,691,256
1,3,AA,131,224,1127,1531
10,7,AA,131,441,1972,1104
20,3,HA,260,123,984,1923
29,7,OO,260,983,1886,1884
14,5,WN,131,224,537,1111
7,1,AS,983,131,43,379
15,1,9E,441,260,1878,616
8,7,HA,870,123,1373,988
24,5,MQ,441,131,1213,726
5,2,WN,224,870,1906,1810
14,2,OO,983,123,786,612
11,3,9E,441,260,89,951
26,6,AS,123,441,1374,1976
13,2,HA,441,260,215,705
16,4,AS,131,870,894,949
4,7,9E,441,260,1441,1705
21,1,EV,123,870,1689,1122
28,6,OO,983,224,760,1330
30,7,DL,224,441,175,820
23,6,MQ,224,983,1476,1120
12,5,AS,870,983,953,1391
10,1,B6,123,260,1733,1751
31,4,YV,260,441,1431,468
8,3,9E,123,260,169,356
20,5,FL,983,224,1550,1098
18,6,9E,983,123,291,-26
13,7,OO,441,131,532,1075
7,1,US,123,441,932,1650
22,4,YV,983,131,1106,1709
11,1,MQ,870,131,503,1683
15,2,EV,224,260,356,542
6,6,MQ,131,260,1985,-78
9,1,WN,260,441,734,1771
20,4,DL,870,441,1969,1667
19,3,VX,224,260,1933,1250
19,2,B6,131,983,1915,1057
5,4,B6,224,870,952,395
16,2,F9,441,260,512,891
17,4,YV,123,983,492,1957
16,6,MQ,983,224,335,1121
13,2,MQ,131,441,1108,-62
25,2,EV,441,260,1454,951
26,4,YV,441,870,315,922
30,2,WN,983,441,416,1136
20,6,FL,131,224,652,951
6,6,YV,224,260,345,217
7,6,UA,983,224,1908,189
4,7,AA,983,131,636,51
29,3,DL,983,441,1274,433
20,5,EV,870,441,1049,-45
24,5,WN,983,123,136,1326
17,1,AS,870,224,26,-27
12,2,UA,983,260,510,1577
13,1,VX,983,260,1905,630
18,5,MQ,870,131,919,1111
17,1,WN,441,983,1582,884
11,6,VX,123,131,1839,1382
21,2,YV,983,123,1542,1140
17,5,B6,441,870,834,853
1,4,AS,131,123,1683,564
19,1,B6,131,870,125,1256
14,6,HA,260,123,1398,1951
16,4,VX,441,870,692,334
22,5,WN,870,123,930,109
16,4,YV,983,224,37,943
4,1,VX,123,983,265,624
22,3,F9,260,441,153,1554
15,5,MQ,123,983,1008,410
3,6,AS,441,224,1959,1204
11,7,OO,123,983,1231,1546
14,7,AA,123,983,1864,889
31,1,B6,870,260,1975,639
29,2,DL,441,983,1204,401
23,2,FL,224,983,463,-65
4,5,9E,870,441,335,1730
16,7,B6,260,224,1073,947
29,1,AS,441,224,-8,540
6,1,AA,123,131,430,1953
9,5,WN,224,441,670,1425
27,6,OO,983,870,1187,964
15,7,FL,224,441,1205,1084
22,2,US,123,441,619,297
31,6,B6,441,123,1520,1702
28,4,VX,441,224,1416,1015
24,6,AA,123,441,75,1040
13,7,US,224,131,651,1568
10,1,WN,260,131,12,1197
2,7,AA,224,131,-93,1376
30,5,EV,131,983,900,1588
19,7,UA,441,260,1612,1198
31,4,VX,870,983,1520,880
23,5,DL,224,123,571,1259
15,2,B6,983,224,1503,1737
17,4,US,870,131,411,1169
9,4,DL,441,870,1517,659
22,1,AA,983,441,1000,616
2,1,YV,260,131,1074,1324
20,4,VX,983,870,630,1639
19,6,OO,983,131,717,-78
7,7,EV,123,224,1388,1518
13,5,OO,870,224,1303,1367
13,7,DL,224,441,1577,1048
21,2,B6,131,870,1877,1661
28,5,VX,983,441,9,363
12,1,EV,441,224,794,833
19,4,OO,131,260,608,1928
29,7,9E,123,131,177,1456
2,4,EV,131,983,1392,1879
27,4,MQ,441,224,1370,1591
25,6,AA,123,131,1665,486
7,7,VX,441,131,-44,39
4,1,WN,870,983,1966,-56
4,3,EV,441,224,866,1811
19,2,WN,983,441,403,535
2,3,AA,870,983,1699,587
21,4,HA,441,123,908,290
2,4,OO,983,441,597,1611
1,6,YV,983,224,235,615
7,7,YV,123,260,385,554
1,5,MQ,260,870,1776,353
11,7,HA,441,260,1132,1955
31,2,AS,870,123,46,697
30,3,YV,131,870,251,762
20,7,UA,441,983,1319,479
26,4,WN,224,983,1236,-79
28,6,YV,260,123,1038,1038
10,2,FL,131,123,830,1044
29,5,AA,870,123,1298,1793
4,7,YV,260,983,751,626
12,3,AS,123,441,70,1858
17,2,WN,983,123,368,1984
30,3,F9,131,123,1569,292
17,4,EV,983,131,-55,1586
23,7,VX,131,983,662,1229
10,4,UA,260,123,659,1511
26,4,MQ,260,131,208,1693
23,1,EV,870,260,853,15
4,2,EV,441,870,622,1581
29,3,FL,131,224,781,350
14,7,AA,131,870,89,1312
16,7,AS,441,131,1158,1358
4,1,F9,224,123,-79,745
17,3,DL,870,260,1868,1170
30,6,MQ,123,131,1990,1704
25,2,B6,260,870,1874,1697
3,1,HA,131,123,658,1696
27,6,UA,260,131,660,205
6,4,EV,123,870,424,1475
1,5,FL,224,983,1453,20
13,6,FL,224,441,1105,1939
10,5,US,260,224,1963,127
25,3,HA,870,131,-55,478
7,2,EV,123,441,1285,1138
19,7,HA,123,224,2000,1353
15,5,OO,123,224,-57,680
28,5,B6,983,260,1381,1933
9,6,DL,983,123,1019,940
21,2,OO,983,260,1517,148
31,1,WN,260,441,1840,1773
7,1,VX,260,224,1549,1396
30,7,FL,983,870,279,477
7,4,EV,870,123,1519,1138
5,7,9E,123,224,1760,710
1,1,AA,983,870,1803,185
24,5,EV,123,870,1748,1041
15,7,WN,123,131,274,1047
24,2,EV,131,870,1061,1647
4,1,9E,260,123,1719,1393
7,1,AS,870,983,867,-56
28,7,OO,441,123,161,345
11,5,HA,123,870,1336,470
22,2,FL,870,260,1900,1293
29,3,US,131,441,290,448
6,6,9E,441,260,1057,1039
17,4,AA,131,441,774,1051
10,6,9E,870,260,1976,1058
14,5,DL,441,260,713,1448
13,4,FL,441,224,154,1390
23,1,9E,870,441,583,1750
29,4,B6,131,870,162,666
3,4,B6,870,131,711,321
18,6,B6,870,131,779,91
22,4,UA,260,123,1230,1634
15,2,AA,870,983,-15,1745
21,7,FL,441,123,89,1962
8,6,FL,123,224,1060,366
11,3,WN,260,224,-82,291
8,3,UA,441,224,677,1500
19,7,AA,131,123,1909,1774
16,3,WN,260,870,1751,239
23,6,9E,260,131,1934,272
28,7,AA,224,983,895,1834
20,1,EV,123,260,371,1568
7,7,OO,441,983,1858,1247
29,2,AS,983,870,61,1519
22,2,FL,123,870,1960,745
16,4,UA,131,870,1934,660
30,3,9E,131,260,-36,1802
10,5,EV,441,123,311,1678
12,2,MQ,224,123,508,822
28,1,AS,260,441,162,-84
13,5,YV,983,441,340,1334
3,2,FL,260,870,-75,1641
15,1,US,870,441,1405,1422
1,3,VX,870,983,1710,1471
2,3,WN,983,260,114,1306
5,2,VX,441,870,1060,1858
8,1,F9,983,131,-56,1868
16,1,AS,260,870,1691,547
4,1,FL,224,983,587,599
18,3,US,983,131,384,1207
29,4,YV,441,224,359,210
3,3,B6,260,224,1739,1677
31,5,F9,870,131,874,1363
8,3,HA,983,123,626,1779
5,2,UA,983,131,225,1065
17,1,OO,123,224,1796,1990
22,3,UA,983,123,911,1952
11,2,HA,260,131,1457,1452
15,1,WN,983,441,885,1626
19,3,HA,260,870,671,1214
11,6,VX,441,131,1026,508
3,3,AS,224,260,69,166
5,7,UA,870,224,141,676
23,4,F9,441,131,1860,1955
14,2,HA,123,131,1573,1108
13,5,EV,131,983,1810,1197
9,6,AA,870,131,238,738
31,4,F9,441,870,513,129
27,6,HA,260,870,716,1547
13,4,AA,260,123,650,1841
30,3,UA,983,131,984,476
24,2,OO,983,224,4,1208
2,7,EV,260,224,1683,1182
18,4,F9,870,441,761,-5
10,3,HA,870,983,94,1337
5,2,DL,123,441,1542,675
2,4,EV,131,870,1320,665
4,4,OO,123,131,1875,1267
26,3,YV,224,441,1052,1530
3,3,YV,260,983,934,-47
13,2,EV,131,870,1667,1072
25,5,UA,131,441,831,1294
4,7,AA,224,870,908,1711
15,1,VX,983,131,955,1122
22,5,DL,983,870,476,130
7,2,B6,123,983,1629,1060
2,7,YV,123,441,1480,1418
3,3,YV,131,260,1504,1391
19,1,B6,441,123,1858,1023
21,2,HA,131,260,1795,1733
16,6,DL,131,983,1948,961
29,4,YV,870,123,1743,135
28,2,UA,123,983,535,1800
20,3,US,441,870,849,1092
4,1,YV,441,260,1054,1150
7,7,FL,224,123,-15,364
1,7,EV,441,983,1046,350
23,3,FL,131,870,486,716
14,1,UA,983,131,744,1618
27,7,FL,260,441,1130,1997
11,3,FL,131,870,1084,1702
14,7,MQ,123,224,1055,546
30,4,F9,260,870,995,775
22,3,DL,870,123,1988,666
23,4,VX,260,131,894,279
30,2,DL,131,260,331,1224
10,7,DL,260,983,184,1124
11,2,US,123,260,140,775
31,1,VX,123,441,984,1493
23,1,OO,260,983,916,289
11,5,AA,441,224,1074,1307
29,4,OO,260,441,571,1457
3,6,B6,131,123,5,1085
11,6,EV,123,983,1749,1149
14,3,WN,131,123,721,1344
3,1,AS,441,260,-60,291
17,7,AS,131,123,1351,777
3,2,US,131,224,1427,1700
15,6,AS,123,441,870,1586
8,2,MQ,983,260,511,1717
15,5,B6,224,260,-55,645
21,7,F9,983,123,528,1652
5,5,FL,870,983,1548,1069
4,2,B6,260,131,532,505
1,7,9E,983,224,1464,1975
31,6,AS,983,870,1053,248
5,7,FL,441,224,133,1876
18,7,9E,123,260,505,1343
18,5,F9,870,983,1056,1959
23,1,UA,260,131,150,1684
19,2,F9,441,123,607,203
13,3,9E,983,224,1789,1614
15,7,MQ,983,123,227,1010
17,6,OO,123,260,811,1155
18,5,AS,870,123,1336,649
10,6,US,983,224,489,1117
17,1,EV,224,870,1900,125
18,4,OO,131,224,-65,56
23,1,US,260,983,699,637
16,3,YV,123,441,1364,185
13,5,UA,983,441,1033,1460
13,6,F9,123,870,703,330
25,3,YV,441,983,1683,383
5,2,UA,123,260,247,1108
9,5,AS,983,870,255,822
6,4,YV,260,441,156,1881
22,5,MQ,260,441,606,1409
9,2,OO,131,870,174,1242
28,1,B6,260,870,1454,888
8,7,VX,131,983,1562,1200
30,2,F9,123,260,1831,1151
3,5,OO,870,224,1078,-4
4,3,F9,870,224,1939,901
29,5,EV,260,441,1382,1277
11,7,AS,870,131,1419,1740
25,4,UA,441,123,595,1533
28,2,FL,123,983,64,1701
28,2,OO,131,260,809,36
5,6,AA,870,224,1769,-22
9,7,FL,983,224,-77,532
10,6,VX,870,224,71,1903
17,7,US,123,441,305,1118
6,1,AA,441,123,820,400
7,5,HA,983,260,352,1445
8,7,AA,123,983,727,93
7,4,OO,224,260,1577,1148
20,6,EV,983,224,613,-76
24,6,F9,441,131,829,1741
16,7,AA,260,123,796,1393
1,4,EV,983,131,860,398
26,3,AA,131,870,1862,1469
11,6,AA,123,260,-8,1153
21,2,UA,260,441,642,1618
9,1,HA,131,123,452,1883
8,7,B6,123,983,1695,668
5,2,B6,123,224,401,96
17,7,OO,131,224,265,640
30,3,VX,441,131,1188,1499
19,4,F9,224,983,771,191
30,6,HA,260,224,1631,1977
20,4,US,131,224,1664,1532
24,1,AS,983,870,943,1692
29,5,FL,983,870,920,1775
31,7,DL,260,870,274,1937
8,3,MQ,131,983,763,1925
1,3,DL,131,441,1732,488
7,1,F9,131,441,526,1954
18,2,US,260,870,269,476
21,3,FL,260,123,1413,1627
10,2,EV,224,983,653,390
30,6,DL,441,870,146,1788
19,6,VX,131,224,20,1518
18,6,F9,441,260,1783,-17
16,4,FL,123,441,1261,1569
9,5,FL,224,123,1479,226
10,2,UA,260,441,163,1083
14,6,OO,441,131,1285,1466
18,2,VX,441,260,740,731
20,6,MQ,224,123,724,882
6,7,AS,260,131,1456,1477
31,6,HA,123,131,1891,896
28,7,FL,260,224,143,368
23,1,WN,983,260,1943,1348
1,7,B6,441,224,1607,59
5,1,AS,224,441,1160,1544
10,5,VX,983,260,37,1502
6,4,FL,983,224,133,1143
22,1,AS,224,131,264,519
30,3,US,123,983,1622,1607
27,6,UA,983,260,1848,1777
1,5,DL,224,123,1430,-28
2,3,UA,441,131,1370,1034
11,2,HA,224,131,279,1232
20,5,HA,131,260,443,489
18,3,YV,983,224,761,1498
3,4,DL,870,260,210,29
10,6,UA,870,131,-62,1347
19,1,UA,983,131,1831,1366
19,7,US,870,123,1826,656
29,7,OO,123,441,992,-79
23,4,VX,260,224,1905,1556
8,5,US,983,260,677,1979
7,7,HA,123,983,975,773
11,6,FL,224,870,1842,1572
4,7,UA,131,260,-48,1952
28,1,FL,983,123,116,1887
12,5,F9,870,260,115,1783
16,2,UA,441,224,1667,1710
17,1,US,983,224,1680,334
28,7,HA,983,123,-85,258
16,1,FL,441,224,877,1918
2,1,F9,131,123,1905,672
27,2,YV,441,870,810,1301
25,5,AS,441,131,924,273
15,2,US,983,224,1972,930
25,6,B6,131,983,473,449
19,2,US,260,131,29,616
24,6,9E,870,983,111,1590
2,4,YV,441,260,869,1797
8,5,HA,260,123,1479,1919
30,4,B6,441,870,614,499
8,5,F9,224,870,547,48
2,4,UA,224,441,-5,1387
16,1,F9,260,441,1632,1646
29,7,AA,123,870,605,67
29,1,FL,870,131,227,1535
26,6,AA,123,983,409,571
28,3,AA,260,870,48,843
28,1,UA,131,260,1455,712
7,3,YV,260,983,311,384
21,1,HA,224,983,1346,502
24,7,9E,260,870,1469,299
1,2,WN,870,224,1962,783
12,4,EV,870,123,997,-13
6,7,AS,870,131,1929,392
8,3,B6,123,224,1801,837
11,4,F9,983,131,1171,1079
31,2,YV,260,131,1490,679
7,1,AA,123,441,1413,1334
10,5,EV,870,123,1921,1520
22,6,AS,983,260,181,1740
12,5,F9,870,260,849,315
31,5,WN,870,983,1004,1783
14,1,EV,123,224,1665,81
26,3,HA,983,870,1584,1079
13,5,AA,260,441,1382,1077
22,4,MQ,260,441,1279,1021
11,2,AA,260,123,1181,680
14,2,OO,441,131,1802,576
24,5,FL,983,224,166,1147
14,5,UA,870,131,217,476
25,4,MQ,260,870,-35,1663
29,7,9E,131,441,841,690
2,6,FL,870,983,1392,1242
28,3,AA,224,131,139,806
7,2,9E,441,983,1065,1211
17,5,MQ,870,260,759,1214
13,1,OO,123,870,1863,669
13,4,HA,131,870,1801,1998
23,6,VX,131,870,1748,332
15,1,HA,131,441,658,-52
5,2,FL,131,441,1586,1901
30,2,FL,260,870,1866,1546
5,2,FL,260,870,778,585
28,6,DL,260,131,1788,1281
14,5,B6,441,260,193,1351
15,3,9E,983,870,1711,1477
14,1,AA,441,131,322,1605
28,1,DL,131,224,884,145
10,7,UA,131,224,91,-83
13,5,OO,983,131,110,838
4,4,F9,870,441,566,574
2,1,FL,870,441,1554,278
19,3,HA,870,260,1116,804
11,1,VX,224,131,962,1506
26,1,UA,123,260,1351,382
1,4,FL,870,260,1487,1232
2,5,MQ,131,224,1686,1621
29,7,EV,441,983,1600,1433
23,4,UA,123,870,1505,1869
18,7,UA,260,224,1776,1407
3,3,UA,123,870,599,587
27,3,B6,983,123,128,-12
28,2,DL,441,983,1061,72
24,3,9E,123,983,331,365
14,5,MQ,260,870,1306,135
23,4,AA,131,224,99,1500
14,6,FL,983,131,763,822
20,2,DL,260,870,1560,720
16,7,VX,131,123,1576,1937
2,1,VX,224,131,1007,880
25,5,AS,441,260,535,512
26,4,MQ,224,131,410,1554
29,2,YV,260,441,-22,1204
13,5,HA,224,870,1753,905
27,5,VX,983,260,1551,287
11,7,US,983,224,1162,483
26,3,UA,983,441,530,1301
7,7,OO,441,224,1543,1221
12,5,F9,441,870,955,16
9,1,UA,131,224,1995,1302
19,2,VX,131,224,1545,102
22,6,HA,983,260,1706,1996
4,3,UA,224,131,-33,1805
14,2,YV,441,123,1963,1424
9,2,AA,983,870,1423,1852
19,3,9E,260,131,531,1250
20,4,YV,224,983,561,1439
3,5,B6,131,870,621,693
1,3,AA,260,131,921,813
10,2,UA,983,123,1362,750
18,6,VX,441,260,1965,687
3,5,AA,983,123,732,1349
7,4,UA,260,131,1544,870
12,4,UA,131,260,884,259
20,6,MQ,260,441,1321,1352
21,3,FL,441,870,451,1836
15,5,FL,260,441,713,1543
29,2,EV,131,123,1012,894
1,3,FL,983,224,1176,821
15,7,WN,441,131,967,928
2,1,VX,131,123,72,695
6,5,VX,224,441,756,370
10,3,VX,441,260,1655,539
27,5,FL,983,224,1370,319
10,6,VX,441,870,1258,819
3,5,HA,441,123,1121,951
15,6,YV,123,983,1357,265
23,3,WN,983,224,1472,639
11,7,F9,131,260,1370,799
6,1,WN,260,123,1871,697
10,4,WN,131,123,1754,1838
21,2,AA,260,131,248,1961
26,5,AS,224,441,1047,136
26,5,AA,224,441,293,108
10,5,AA,224,441,667,635
11,5,AA,260,983,1563,175
18,6,OO,260,131,471,416
21,3,MQ,224,441,98,817
16,5,MQ,224,870,602,1986
31,1,VX,441,131,1611,234
27,6,B6,224,870,348,650
19,6,HA,441,983,522,765
11,4,AS,224,983,1105,1159
14,5,MQ,983,441,1419,827
3,1,HA,983,260,578,1686
18,7,YV,870,131,1633,1622
8,1,B6,123,260,931,1062
4,1,AS,983,260,1607,-16
15,7,VX,870,224,1520,184
9,6,AA,441,983,1496,1194
15,5,MQ,131,224,-94,158
30,6,B6,224,441,146,1267
4,4,AS,441,870,822,255
26,6,US,441,131,1495,1682
10,6,AS,260,870,1738,1256
24,2,EV,131,870,1912,1253
26,1,WN,983,441,1196,1888
5,7,F9,123,441,1102,1275
5,4,OO,131,983,404,866
12,5,OO,123,441,1649,345
21,6,AA,260,131,370,1400
4,2,HA,441,983,1100,301
24,6,EV,224,260,1370,106
8,4,OO,441,224,1881,947
29,7,AS,441,870,1682,1838
17,5,WN,224,441,-16,-67
25,2,AA,123,224,1437,1521
26,7,OO,224,123,1811,364
26,2,AA,441,224,1116,1064
27,1,VX,224,983,1627,78
6,5,UA,260,870,1291,688
11,4,UA,260,983,1528,825
6,6,F9,983,131,1730,1855
20,2,9E,260,131,929,836
7,4,F9,224,260,995,1982
26,1,DL,131,123,304,18
18,4,WN,131,224,243,1169
31,2,FL,870,224,414,150
24,6,HA,441,870,818,1431
9,1,DL,441,224,865,960
12,6,UA,441,983,128,338
7,1,OO,983,260,794,111
5,7,DL,123,224,123,1705
16,6,WN,870,224,1242,1428
25,3,AS,983,123,1511,658
25,6,HA,224,123,1537,1271
12,2,AA,870,441,632,326
6,6,DL,441,260,433,111
8,2,VX,224,123,1022,-72
4,4,WN,123,441,471,516
21,6,MQ,870,131,155,282
12,3,UA,260,441,28,1818
4,7,MQ,131,870,98,1238
24,6,UA,131,441,-17,120
29,4,WN,123,441,597,34
20,7,AA,441,131,1796,546
30,5,DL,260,870,-48,1980
28,2,US,260,983,1082,1581
24,5,WN,224,123,1148,1685
6,7,AS,131,870,670,1035
9,5,F9,123,224,1275,1364
12,5,UA,983,131,620,539
24,4,F9,123,870,433,907
6,7,YV,983,123,1376,1776
29,2,YV,224,870,1182,1229
9,7,VX,224,260,1474,1547
23,7,EV,870,260,786,1565
8,4,WN,123,870,1280,944
31,2,US,123,441,1662,1777
23,2,EV,260,983,470,721
7,1,EV,123,983,847,34
25,1,UA,123,224,1391,80
16,6,FL,123,260,465,1232
14,4,9E,260,441,213,1859
5,5,9E,260,983,31,1454
25,7,AA,983,441,1509,1243
29,6,VX,131,123,995,868
19,7,UA,983,441,1880,1352
22,7,MQ,131,224,515,1120
3,3,WN,870,123,414,1730
27,1,AA,870,224,1775,1118
11,3,HA,131,224,221,-40
29,4,EV,870,260,626,328
9,1,MQ,260,870,653,11
22,7,VX,131,441,737,1210
25,4,F9,131,441,200,484
20,1,WN,131,983,-43,859
20,5,DL,260,131,1387,578
5,3,OO,123,983,1114,359
5,7,EV,131,224,1185,703
21,4,EV,260,983,257,1739
29,3,F9,131,870,1726,695
14,2,HA,983,441,610,1490
1,2,OO,123,260,31,722
29,3,AS,123,441,545,1310
4,1,B6,260,441,257,81
25,1,DL,260,131,1394,747
2,7,VX,441,870,391,1862
20,2,HA,224,441,464,436
31,5,MQ,441,131,1901,1111
6,2,DL,870,123,1789,118
3,5,OO,870,224,164,1858
15,4,FL,983,441,783,1699
16,3,VX,131,870,1537,802
13,2,YV,441,870,718,697
31,3,YV,260,983,479,1040
17,5,EV,123,260,1378,307
22,3,WN,123,131,1462,363
12,7,HA,983,260,1194,209
11,6,FL,441,224,144,1784
16,5,WN,870,260,1980,950
11,6,AS,224,870,1489,1508
7,3,9E,441,224,1516,646
18,4,VX,224,870,236,1871
16,1,B6,123,983,149,207
26,2,AS,224,983,486,1614
7,1,F9,870,983,378,1961
11,1,F9,441,131,256,1554
2,7,DL,983,224,110,-93
15,6,VX,131,260,1706,548
20,5,UA,131,123,1748,364
26,1,B6,260,441,-94,872
29,1,9E,983,224,956,1866
16,7,HA,870,131,1874,409
10,4,DL,260,870,1918,1067
23,2,MQ,224,441,1379,47
4,2,MQ,224,131,155,664
19,2,EV,260,224,1117,1654
30,2,EV,870,224,69,1549
27,5,VX,123,260,538,263
21,6,9E,983,131,37,1213
26,6,B6,131,870,1218,1450
25,7,HA,224,131,1957,1581
13,1,9E,983,123,1553,364
2,4,US,224,131,630,638
30,2,UA,123,260,401,1531
13,7,UA,123,224,1904,-37
29,3,FL,983,131,581,950
7,3,DL,870,131,331,1570
20,6,MQ,131,224,728,1665
19,1,YV,123,983,639,1691
21,6,OO,870,441,187,1587
27,3,VX,224,441,527,1447
24,3,OO,260,870,321,1481
26,3,UA,983,870,1999,-11
21,2,9E,224,131,88,461
4,1,EV,441,260,618,680
2,2,WN,441,870,1502,328
29,7,B6,260,131,1396,1893
11,2,B6,224,870,749,1683
23,7,FL,983,441,979,755
7,7,US,131,983,1651,937
2,4,UA,441,123,1457,213
9,7,MQ,983,131,1298,380
28,1,F9,983,131,1105,741
28,6,OO,870,441,1355,42
14,2,FL,123,870,1899,1930
